GENEID	BD_ATAC
WDR97	2.16703e-4
HGH1	1.55e-6
GRXCR2	4.90478e-4
ZEB2-AS1	1.12e-6
MROH1	0.005267663
MIR7112	1.80312e-4
ZEB2	6.84e-7
LINC01412	7.39e-6
SH3RF2	1.7e-8
LOC105373656	5.35e-7
RNVU1-6	9.84166e-4
LIX1L	7.03e-6
SCX	6.36692e-4
PLAC8L1	3.38e-5
DGAT1	0.099231724
LARS	2.45e-5
HHIP-AS1	1.41e-5
EPM2A	3.19e-11
RBM27	2.31e-5
TONSL-AS1	0.042144753
MIR6893	0.013785223
TONSL	6.8e-7
POU4F3	0.002811421
CYHR1	9.11e-9
FOXH1	0.025288024
PPP1R16A	9.87e-8
GPT	3.76e-5
HHIP	7.23736e-4
MFSD3	6.36e-8
RECQL4	0.525774244
LRRC14	3.28e-8
LRRC24	1.89e-5
C8orf82	1.3e-7
ARHGAP39	1.02e-5
TCERG1	7.96e-5
PLOD2	3.92e-8
CNTNAP2	3.46e-9
ZNF251	1.61e-7
GPR151	5.13e-8
ZNF34	2.94e-7
RPL8	8.63e-7
ZNF517	4.16e-9
PLSCR4	1.44e-8
LOC100130027	0.670520253
ANAPC10	5.9e-9
ZNF7	2.11e-7
COMMD5	6.84e-6
TEX41	1.67e-8
FBXO30	0.222638365
ZNF250	6.82e-7
OTUD4	9.12e-8
ZNF16	1.66159e-4
PLSCR2	1.1e-6
LOC100507557	1.75e-11
PPP2R2B	9.48e-9
LINC02266	4.22e-10
TMED10P1	0.002827945
ZNF252P-AS1	0.472032939
SHPRH	1.28e-9
ZNF252P	9.37e-8
PLSCR1	4.76e-9
C8orf33	5.83e-6
PPP2R2B-IT1	7.8e-7
PLSCR5	9.02e-6
SMAD1	4.2e-5
SMAD1-AS2	1.37e-5
GRM1	1.93e-12
SMAD1-AS1	9.01e-7
MMAA	3.08e-5
STK32A-AS1	1.35e-5
C4orf51	1.55e-8
LOC101928700	8.25e-6
LINC02010	6.91e-8
RAB32	2.65e-10
STK32A	0.595711322
CHD1L	2.04e-5
ZNF827	2.94e-9
DPYSL3	2.01e-8
LOC101928661	5.69626e-4
ADGB	2.41e-9
MIR548F4	3.12e-7
JAKMIP2-AS1	7.4e-8
ZIC4	2.53e-6
LINC01095	1.9e-6
JAKMIP2	2.16e-6
LSM6	1.7e-8
ZIC1	0.046912792
REELD1	6.69e-9
SPINK1	7.59161e-4
KATNBL1P6	3.24e-10
LOC105375556	3.47e-6
C5orf46	0.002520869
MIR7849	5.07e-6
LOC440982	2.66e-5
SPINK5	0.016689825
LUADT1	1.7e-10
SLC10A7	4.67e-7
LINC02032	7.87e-8
STXBP5	5.78e-6
STXBP5-AS1	2.93e-7
SPINK14	0.002436006
POU4F2	1.36e-8
SPINK6	0.016099887
PABPC1P2	1.54e-10
SPINK13	0.001317933
SPINK7	0.055971157
LOC102546294	4.28e-7
FBXO38	2.52e-6
C7orf33	1.41e-8
SAMD5	1.67e-9
RNVU1-19	0.003421235
TTC29	3.34e-8
HTR4	5.06e-8
LINC02046	5.62e-9
ADRB2	5.59e-7
MIR548G	1.43e-8
ACVR2A	5.39e-10
CUL1	1.41e-6
EDNRA	2.09e-8
MIR584	1.34e-5
SH3TC2	0.006843689
AGTR1	4.15e-9
SH3TC2-DT	4.84e-6
EZH2	3.74373e-4
ABLIM3	7.48e-9
TMEM184C	8.52e-5
CPB1	6.78e-5
CPA3	0.001310021
PRMT9	6.6e-6
RNY5	9.76e-6
LINC00893	3.10478e-4
AFAP1L1	3.86e-9
ARHGAP10	2.71e-7
RNY4	4.49e-6
RNY3	3.87e-5
GHET1	3.21e-9
GYG1	3.99e-10
GRPEL2	1.49e-6
PCYOX1L	6.15e-7
IL17B	3.41236e-4
ZNF786	1.71e-7
MBD5	4.07374e-4
HLTF-AS1	0.026909178
CARMN	0.091793948
MIR143	0.20388112
HLTF	1.03154e-4
MIR145	5.56e-6
ZNF398	1.91e-6
HPS3	2.09e-6
ORC4	1.1e-7
ZNF282	5.39e-6
ZNF212	4.86e-7
SASH1	4.84e-9
CSNK1A1	1.58e-8
ZNF783	5.76053e-4
ARHGEF37	2.77e-5
LOC155060	2.5e-8
MIR4799	1.47e-14
CP	1.03e-6
UST	4.07e-8
TM4SF18	0.003373065
TM4SF1	0.009480869
TM4SF1-AS1	0.001868548
PPARGC1B	1.51e-9
MIR378A	3.66e-6
ZNF777	5.39e-5
TM4SF4	7.43e-7
ZNF746	8.14e-6
UST-AS1	4.42e-7
LOC644762	1.22914e-4
ZNF767P	2.32e-5
WWTR1	4.68e-9
PDE6A	0.824401427
LOC105378047	1.03e-6
SLC26A2	1.94e-7
WWTR1-AS1	2.02995e-4
TIGD6	7.8e-7
HMGXB3	2.08e-7
KRBA1	1e-6
ZNF467	7.19e-7
COMMD2	3.2e-7
SSPO	0.0070912
TAB2	2.33e-5
EPC2	1.47e-9
CSF1R	3.07e-6
ANKUB1	2.74239e-4
PDGFRB	4.93e-7
ZNF862	1.49e-5
CDX1	4.63e-7
ATP6V0E2-AS1	3.43e-5
NR3C2	1.1e-10
TAB2-AS1	6.69e-6
ATP6V0E2	2.84746e-4
RNF13	3.17e-9
SLC6A7	1.47e-9
KIF5C	6.17e-10
CAMK2A	1.2e-9
MTM1	0.188604534
ARSI	7.61e-6
PFN2	3.04e-8
LOC105377480	2.06e-9
LOC100134040	0.001162475
TCOF1	1.72e-7
TMEM183B	7.46e-6
SUMO4	1.01508e-4
ACTR3C	3.89e-7
ZC3H12D	4.07e-7
LOC105374313	3.64e-9
CD74	3.52e-10
RPS14	5.12e-7
NDST1-AS1	5.39e-5
PPIL4	1.26875e-4
NDST1	5.85e-7
LYPD6B	3.82e-6
GINM1	2.31e-8
RPS18P9	0.847334059
LINC01213	2.67e-9
KATNA1	1.49e-6
SYNPO	1.49e-7
ZBED6CL	0.372212145
MYOZ3	1.18e-5
RARRES2	0.047844088
LATS1	7.69e-5
REPIN1	1.04643e-4
LINC01214	7.11156e-4
NUP43	2.98793e-4
PCMT1	7.26e-5
ZNF775	3.73e-7
RBM22	4.51e-6
LOC728743	6.48e-8
LYPD6	4.4e-7
LINC00996	0.01214562
DCTN4	6.15601e-4
GIMAP8	3.05e-5
SMIM3	3.55e-8
RAET1E-AS1	1.45e-6
TSC22D2	2.27e-8
LRP11	7.11e-7
GIMAP7	0.132891038
HMGB3	0.059814454
RAET1E	2.22939e-4
IRGM	1.28383e-4
RAET1G	4.9e-7
SERP1	2.61e-5
GIMAP4	8.23958e-4
MIR4330	4.54e-6
LOC105378052	8.45943e-4
ULBP2	2.36e-9
EIF2A	1.08011e-4
ZNF300	0.007964702
ULBP1	0.012346102
SELENOT	3.17628e-4
RAET1K	1.33248e-4
LINC02355	8.28e-6
ZNF300P1	1.91086e-4
LOC101929231	7e-8
GIMAP6	0.266891479
RAET1L	6.58119e-4
GIMAP2	0.462012008
ULBP3	8.38e-8
GPR50-AS1	0.510790057
GPX3	1.48e-6
GIMAP1	2.6641e-4
ERICH6	2.16e-5
GIMAP5	0.298007255
ERICH6-AS1	6.33e-5
TNIP1	2.66e-7
LOC101928105	9.71e-7
MMADHC	2.63e-8
TARS2	2.43e-8
PPP1R14C	2.05e-8
TMEM176B	3.38779e-4
ECM1	3.81e-5
FALEC	4.02e-8
ADAMTSL4	2.20314e-4
SIAH2	3.96e-7
MIR4257	2.01e-8
ANXA6	2.9e-8
ADAMTSL4-AS1	0.001459748
MCL1	1.99e-7
VMA21	0.011221973
ENSA	1.18e-6
LOC105378230	0.086989333
AOC1	0.002147847
IYD	6.21e-9
CCDC69	1.2e-7
MINDY4B	3.68e-9
GM2A	2.80184e-4
KCNH2	5.63e-8
CLRN1	2.03e-5
GOLPH3L	4.68e-11
LOC105377213	0.051162665
NOS3	1.73e-6
CLRN1-AS1	0.002174884
SLC36A3	1.9e-5
ATG9B	3.09e-5
PASD1	0.027854367
ABCB8	1.41e-5
ASIC3	4.52e-6
SLC4A2	3.5e-6
SLC36A2	0.001874816
FASTK	1.4e-5
TMUB1	6.9e-7
CTSK	0.004748657
IQCM	1.2e-8
SLC36A1	5.82e-6
AGAP3	5.96e-7
ARNT	1.8e-6
LINC01931	5.34e-10
MED12L	2.08e-9
CTXND2	0.118987154
PRRG3	4.62131e-4
GBX1	2.47e-7
MIR6499	1.74428e-4
SETDB1	1.19e-5
ASB10	0.033772967
FATE1	0.014096141
IQCA1L	4.63883e-4
PLEKHG1	3.05e-8
GPR171	1.57e-7
LOC114483833	0.015156992
LOC114483834	5.79e-6
CHPF2	7.47e-9
CERS2	1.17e-6
FAT2	0.003808188
ANXA9	1.66e-5
SMARCD3	8.46e-7
MINDY1	1.07e-5
PRUNE1	1.15e-6
CNGA2	8.98719e-4
BNIPL	1.30872e-4
P2RY14	1.38e-5
C1orf56	2.98e-6
MAGEA4-AS1	0.479285486
CDC42SE1	9.13e-6
MLLT11	1.15e-8
GPR87	5.07e-8
NUB1	5.56e-6
GABPB2	4.61e-6
P2RY13	7.25e-9
CLMAT3	5.18e-5
SPARC	1e-5
P2RY12	1.99e-7
WDR86-AS1	0.225386668
MAGEA4	0.083388193
SEMA6C	2.79e-11
WDR86	0.016907629
MIR3907	0.010297709
ATOX1	1.29e-5
TNFAIP8L2-SCNM1	6.02e-5
TNFAIP8L2	0.080965247
MIR452	0.960838963
LYSMD1	6.31e-7
GABRE	0.088953881
IGSF10	2.07e-10
TMOD4	0.013556558
CRYGN	2.11e-8
VPS72	1.33e-9
PIP5K1A	1.02899e-4
MTHFD1L	2.36e-8
LINC01817	2.31e-10
DCLK2	3.64e-10
LOC100652758	2.23e-7
PSMD4	1.5e-6
RHEB	5.2100000000000003e-08
ZNF687-AS1	2e-6
MIR5186	3.36e-5
ZNF687	4.21058e-4
MAGEA5	0.161022304
LOC729558	4.46e-7
PI4KB	1.1e-9
GLRA1	2.37638e-4
GBAT2	5.48e-6
RFX5	9.31e-7
RND3	8.53e-11
SELENBP1	0.001720842
MAGEA10	0.115437686
PSMB4	1.17e-5
LINC01920	4.52e-10
MIR12131	9.15e-7
POGZ	1.00491e-4
MIR105-1	0.656445358
LOC644090	3.48e-5
CGN	9.84e-5
AADACP1	0.003554838
MAB21L2	9.54e-8
TUFT1	7.74e-11
LOC102723831	0.002137651
LINC01933	0.004202192
AADAC	1.82e-5
MIR554	0.033185027
AKAP12	3.2e-8
SUCNR1	8.36755e-4
PRKAG2-AS1	2.69e-9
MIR105-2	0.311323513
PRKAG2	1.19e-7
SNX27	2.27e-7
GABRA3	3.36e-6
GALNTL5	3.48839e-4
AADACL2-AS1	4.98e-7
CELF3	1.96e-8
RIIAD1	2.53e-6
ZBTB2	3.52e-8
OAZ3	2.25e-9
TDRKH	5.23e-5
RMND1	1.45e-6
LINGO4	4.82212e-4
ARMT1	0.00528852
LINC02612	7.49e-8
LRBA	7.98e-8
RORC	1.09e-6
C2CD4D-AS1	5.6e-7
C2CD4D	0.001544034
CCDC170	8.63e-9
THEM5	0.347560866
LOC101928166	5.7e-9
THEM4	2.04e-6
RBM43	6.13e-9
S100A10	5.31e-5
KMT2C	0.005267515
MBNL1	2.84e-7
MBNL1-AS1	4.24e-8
S100A11	1.07e-7
NMUR2	5.97e-8
RPS3A	1.51e-5
SNORD73A	3.44e-5
LOC100131107	1.08e-5
TCHH	1.84e-6
ESR1	3.03e-7
SH3D19	3.51e-7
FABP5P3	9.81e-5
LINC01003	2.66e-5
RPTN	1.2e-7
NMI	7.42e-9
TMEM14EP	2.14e-8
HRNR	2.67e-5
TNFAIP6	6.31e-5
MIR4773-1	3.35861e-4
LOC101929319	0.050869217
PRSS48	8.12e-6
FLG-AS1	0.171229007
FAM160A1	2.23e-9
FLG2	0.002211939
XRCC2	5.71244e-4
RIF1	3.44e-8
CRNN	3.92391e-4
ACTR3B	8.93e-6
LCE5A	0.043472598
LINC01470	7.33e-7
MIR3163	3.94e-6
CRCT1	0.032919842
NEB	7.93e-10
LCE3E	0.002305616
P2RY1	3.79e-6
LCE3A	0.11342133
GATB	1.68e-9
LINC00302	0.119942287
LCE2D	4.93e-5
LCE2C	0.339415098
LCE2B	3.38174e-4
SYNE1-AS1	1.87e-9
C1orf68	0.939138117
KPRP	2.9073e-4
ARL5A	2.28e-5
LCE1D	0.927587205
CACNB4	1.02e-10
LCE1A	0.00778835
RAP2B	7.09e-11
SMCP	0.02008693
LINC02273	1.66e-9
SYNE1	8.27e-9
IVL	0.540186741
GRIA1	2e-8
SPRR4	0.128027104
SPRR1A	0.012488221
SPRR3	0.043230128
SPRR1B	9.37511e-4
MYCT1	9.71e-8
SPRR2A	0.256370373
STAM2	1.98e-7
SPRR2E	0.963150216
LINC01861	6.04e-7
SPRR2C	1.76237e-4
LINC01287	2.84e-6
LOC101928009	0.117047302
VIP	0.002268995
PRR9	0.003862668
C3orf79	3.81e-10
LOR	2.28e-5
FBXW7-AS1	2.12e-8
FBXW7	3.19e-9
FBXO5	7.95e-7
PGLYRP3	0.838233461
FMNL2	6.17e-9
PGLYRP4	1.72e-5
S100A9	0.024881498
MTRF1L	8.14e-7
S100A12	0.539277313
S100A7A	0.04263093
LINC02006	3.23e-7
S100A8	0.036061438
FAM114A2	4.05e-5
MIR3140	3.56e-5
PRPF40A	8.93e-10
S100A7	2.42e-7
RGS17	4.78e-8
MIR4453HG	5.35e-5
MFAP3	1.11e-6
S100A6	1.18e-8
S100A5	8.17e-5
LOC101928034	0.004481582
S100A3	0.782419068
MIR4453	6.61e-7
S100A2	8.06e-5
GALNT10	4.58e-5
S100A16	0.001107831
S100A14	0.126641775
S100A13	3.0376e-4
TMEM154	3.21e-10
S100A1	3.52889e-4
CHTOP	4.82e-5
SNAPIN	3.26e-6
ILF2	4.52e-6
NPR1	0.001121666
TIGD4	1.8948e-4
MIR8083	0.036390289
MIR1294	4.3404e-4
ARHGEF26	1.44e-9
SLC10A3	7.93129e-4
ARFIP1	2.64e-7
FAM3A	1.88253e-4
SAP30L-AS1	1.5e-6
LOC101929998	9.89e-8
SAP30L	1.5826e-4
HAND1	7e-5
LOC729870	1.98e-7
ARL6IP6	4.15e-8
GATAD2B	7.8e-6
DENND4B	7.95e-8
CRTC2	6.5e-8
FHDC1	4.58e-7
MIR6737	0.058438914
SLC39A1	9.13e-8
JTB	4.11e-6
RAB13	1.13e-7
RPS27	1.24e-6
MIR3141	5.93e-6
DHX36	9.82e-8
DPP6	5.55e-8
MIR1303	0.011836681
MIR5698	1.27e-6
LARP1	1.35e-8
NUP210L	5.62992e-4
GPR149	4.56e-10
TPM3	1.3e-7
TRIM2	6.47e-9
MIR190B	0.003689614
RPRM	4.01e-7
C1orf189	0.240175557
C1orf43	2.02e-5
MIR378H	3.0642e-4
ANXA2P1	0.001667296
FAXDC2	3.54619e-4
CNOT8	5.79889e-4
HAX1	1.78e-8
MND1	1.72e-7
AQP10	0.241049376
ATP8B2	6.42e-10
GEMIN5	2.65541e-4
MRPL22	0.003147298
IL6R	6.9e-9
IL6R-AS1	1.08246e-4
TMEM131L	7.16e-9
TDRD10	8.13e-6
KIF4B	1.89e-7
OPRM1	1.76e-8
UBE2Q1-AS1	0.0038838
UBE2Q1	1.38031e-4
PAXIP1-AS2	3.41e-7
CHRNB2	9.09e-6
ADAR	2.64e-6
LOC100419170	3.48e-7
TLR2	0.021428642
IPCEF1	1.99e-7
RNF175	1.04e-9
PAXIP1	1.37e-5
MME	1.76e-8
CNKSR3	1.42e-9
SFRP2	6.76e-11
KCNN3	2.15e-8
HTR5A	9.25e-9
PMVK	8.77e-5
HTR5A-AS1	9.86e-6
PBXIP1	2.58e-8
PYGO2	9.68e-9
SHC1	6.22e-9
CKS1B	9.99e-5
FLAD1	2.95e-5
LINC01487	5.69e-5
LENEP	0.103699956
ZBTB7B	2.79e-8
SCAF8	5.94e-6
DCST2	0.068365291
GALNT13	1.12e-10
DCST1-AS1	1.29e-7
ADAM15	0.00741872
EFNA4	6.61e-5
EFNA3	7.67e-10
STRIT1	1.41e-10
INSIG1	2.79e-5
EFNA1	1.3e-6
SLC50A1	2.86e-8
SGCD	3.72e-8
PLCH1-AS2	1.89e-10
DPM3	2.61e-7
BLACE	3.96e-6
KRTCAP2	3.61e-7
TRIM46	5.88e-8
MUC1	6.96e-11
MIR92B	6.2e-9
MTX1	4.41e-7
LOC100286906	0.004640603
GBAP1	2.79474e-4
EN2	5.81869e-4
MIR1273C	6.5e-7
FDPS	1.5e-5
DCHS2	1.23e-10
RUSC1	2.61e-8
CNPY1	4.12e-6
POU5F1P4	0.006617375
LOC100506302	0.011390989
LOC100144595	4.15e-11
RBM33	4.36e-5
PLCH1	7.69e-10
ASH1L-AS1	0.002406632
PLRG1	1.73e-8
FGB	0.020632856
FGA	0.034553592
C3orf33	1.61e-7
TIAM2	7.38e-9
ASH1L	5.35e-7
FGG	3.72e-5
SHH	1.54e-7
CLDN20	4.56e-7
SLC33A1	1.53e-8
MSTO1	4.36e-8
SCARNA26A	0.003587201
GMPS	6.6e-8
TFB1M	8.76e-6
YY1AP1	3.56e-7
LRAT	1.69916e-4
MSTO2P	1.35e-8
NOX3	7.26e-10
LOC389602	1.73e-5
KCNJ3	6.78e-10
GON4L	1.56e-6
KCNAB1	1.9e-8
SYT11	4.81e-8
LOC105378068	2.82842e-4
RBM46	2.21e-8
RIT1	2.07e-6
KHDC4	8.38e-5
RXFP4	1.77e-6
MIR6738	1.16e-5
ARHGEF2	4.99e-9
KCNAB1-AS2	3.32e-6
SSR2	1.1e-9
NPY2R	1.91e-7
UBQLN4	3.71e-8
RAB25	0.001117888
MEX3A	0.852427467
LMNA	4.44e-9
PPP1R2B	1.5e-5
SEMA4A	8e-6
SLC25A44	2.23e-5
PMF1-BGLAP	1.04e-6
PMF1	7.04e-5
KCNAB1-AS1	4.53e-11
BGLAP	0.062232099
PAQR6	1.27921e-4
LOC285889	8.25e-5
SMG5	2.66e-8
GLMP	8.74e-5
LOC102724776	9.73e-6
MAP9	1.4e-7
MIR1202	5.16e-7
CCT3	2.91e-6
TSACC	0.764375957
SSR3	1.67e-9
LINC00244	1.32e-5
RHBG	1.13e-5
TIPARP	1.05e-9
TIMD4	2.58e-5
MIR9-1	8.57e-7
C1orf61	3.37e-9
LINC01006	0.004227395
MEF2D	9.81e-10
HAVCR1	1.53e-8
PA2G4P4	1.06e-9
LINC00886	4.02e-6
IQGAP3	3.05e-6
LEKR1	6.4e-8
HAVCR2	0.011407297
TTC24	0.02309934
RNF32	4.54e-8
MED7	1.73e-5
NAXE	4.99e-7
GPATCH4	1.79e-7
HAPLN2	1.31e-7
GUCY1A1	5.75e-9
LOC101928177	6.1e-8
BCAN	1.94e-9
NES	4.13e-9
ITK	0.00209992
CRABP2	2.04e-11
LMBR1	9.29e-7
ISG20L2	7.01e-8
GUCY1B1	6.26e-11
MRPL24	1.34609e-4
HDGF	1.05e-6
CYFIP2	4.07e-6
PRCC	4.06e-6
NOM1	1.21e-8
ASIC5	0.007591539
LINC02029	2.9e-7
FNDC9	1.03e-6
MNX1-AS2	0.00237237
SH2D2A	1.22e-5
LINC00881	8.04e-9
INSRR	0.013717968
SNORD28B	7.91e-8
NTRK1	5.05e-6
MNX1-AS1	2.69e-6
NIPAL4	2.82865e-4
LINC00880	4.21e-5
PEAR1	4.2e-6
LRRC71	0.003047853
CCNL1	1.76e-7
MIR765	1.16e-7
UBE3C	1.71e-5
LOC102724404	8.8e-7
ADAM19	1.12e-6
LINC01876	3.23e-5
ARHGEF11	2.46e-6
ARID1B	1.4e-8
CTSO	3.28e-11
ETV3L	8.57e-9
DNAJB6	9.34e-7
CYCSP52	1.16e-7
SOX30	2.31e-6
C5orf52	0.058239669
ETV3	1.01e-9
THG1L	1.20988e-4
PTX3	2.26e-8
LSM11	1.49e-6
NR4A2	5.43e-6
MIR4466	1.03e-8
FLJ46875	0.002336666
VEPH1	3.81e-6
SLC66A1L	3.7e-9
LOC101927914	4.05e-6
GPD2	2.59e-7
FCRL5	4.56e-7
CLINT1	9.52e-11
PDGFC	1.4e-10
MIR153-2	9.33e-6
FCRL4	1.63317e-4
SHOX2	1.66e-9
FCRL3	7.44e-6
LOC100506585	7.05e-7
FCRL2	0.19874295
FCRL1	0.726556142
ZDHHC14	5.93e-7
LINC02227	4.49e-8
RSRC1	7.57e-7
CD5L	0.00202746
LOC105371458	0.004139794
KIRREL1	6.29e-7
GLRB	1.94e-6
GALNT5	4.98e-10
KIRREL1-IT1	8.93e-11
MIR595	9.83e-8
UC.134	1.67e-8
MIR3692	5.89e-6
LINC01704	1.62e-6
CD1D	7.56e-5
ERMN	1.91e-5
SNX9	1.71e-8
CD1A	0.012711583
FAM133DP	9.84e-8
CD1C	0.006246927
EBF1	1.69e-5
LOC100996447	0.006635389
MLF1	2.24e-5
CD1B	0.033637624
GRIA2	8.76e-10
CYTIP	5.46e-8
CD1E	0.002453294
GFM1	1.73452e-4
PTPRN2	3.97e-8
LXN	1.94e-7
SYNJ2-IT1	0.009282681
MIR5707	2.01441e-4
RARRES1	2.01e-10
SYNJ2	6.57e-8
OR10R2	0.019592693
OR6Y1	0.212803391
NCAPG2	1.37e-7
ACVR1C	9.5e-8
LINC02202	6.04e-5
MFSD1	2e-8
RNF145	5.47e-5
SERAC1	1.09e-6
OR10Z1	6.71639e-4
ESYT2	1.19e-5
SPTA1	0.040929556
GTF2H5	6.21e-6
LINC01932	1.79694e-4
WDR60	1.15e-7
OR6K3	0.872967876
TULP4	5.51e-6
LINC02433	1.19e-8
IQCJ-SCHIP1	1.32e-5
UBLCP1	3.06e-5
OR6K6	0.103642895
OR6N1	0.382164001
IL12B	1.67045e-4
LOC285626	5.61131e-4
ACVR1	1.04e-10
OR6N2	0.049673671
MNDA	4.33e-7
SNORA116	4.24e-7
FAM198B-AS1	8.22e-9
LINC00689	4.57e-8
UPP2	3.92e-9
IQCJ	1.04e-8
LINC01845	4.81e-8
SCHIP1	1.1e-8
PYHIN1	0.021612934
TMEM181	4.75e-8
PYDC5	0.010162339
IFI16	2.53e-12
MIR7161	5.65e-5
CCDC148-AS1	6.51e-10
AIM2	7.17e-6
DYNLT1	1.82e-8
VIPR2	2.09e-7
GASK1B	2.5e-6
SYTL3	9.93e-7
TMEM144	4.56e-6
CADM3	1.68e-10
CADM3-AS1	2.58408e-4
MIR3918	4.81604e-4
ACKR1	3.19e-9
EZR-AS1	0.005723793
FCER1A	0.01129448
EZR	1.19e-6
MIR3919	4.79e-9
CCDC148	6.03e-7
OSTCP1	0.002227874
C6orf99	1.22e-6
OR10J3	0.010674804
LINC01847	2.27e-9
PKP4	2.26e-6
ADRA1B	5.96e-8
IQCJ-SCHIP1-AS1	1.01e-8
OR10J4	0.002298548
TTC1	4.63e-10
RSPH3	2.75e-8
OR10J1	2.98763e-4
RXFP1	3.81e-10
OR10J5	0.037688052
PWWP2A	2.19e-5
TAGAP	9.87e-6
PKP4-AS1	5.69e-8
C4orf46	2.38e-5
FNDC1	8.04e-5
APCS	0.35638303
ETFDH	0.001924894
LOC101929122	3.4e-6
FABP6	4.46e-5
DAPL1	6.94e-6
IL12A	1.1947e-4
PPID	7.72e-7
CRP	9.77977e-4
FNIP2	2.12e-7
TANC1	3.94e-9
DUSP23	3.05e-5
LINC01100	1.24e-8
FCRL6	2.3e-5
CCNJL	3.47e-9
LINC02529	1.16088e-4
C1QTNF2	1.56e-5
SLAMF8	0.055505728
ZBED8	1.84e-6
SNHG28	5.31e-7
SLU7	0.006272573
VSIG8	4.21e-8
PTTG1	6.7e-7
MIR4259	6.83e-5
CFAP45	0.066683837
TAGLN2	1.26e-6
MIR3142HG	3.33773e-4
IL12A-AS1	1.83e-6
MIR3142	0.225727976
MIR146A	9.41e-12
IGSF9	2.7e-7
LINC01133	0.006791397
C3orf80	8.07e-11
C4orf45	4.89e-8
PIGM	9.89e-7
KCNJ10	9.85e-7
IFT80	6.07e-6
MIR3688-2	0.247337287
KCNJ9	2.43e-11
MIR6888	8.28e-9
IGSF8	1.34e-8
ATP1A2	8.26e-9
MIR3688-1	4.74e-6
SOD2	5.24e-7
MIR16-2	0.001811772
WDSUB1	3.29e-6
WTAP	4.97e-6
ATP1A4	2.48e-7
CASQ1	1.44e-7
TRIM59	0.055817663000000003
PEA15	8.6e-9
ATP10B	2.62e-8
ACAT2	7.19e-5
LOC729867	3.25e-10
SOD2-OT1	6.23e-6
SNORA20	0.032176738
TRIM59-IFT80	1.39159e-4
MRPL18	3.19e-5
LOC100287049	2.74e-8
DCAF8	4.63e-6
SCARNA7	0.037813203
PEX19	3.3e-8
PNLDC1	0.010644096
SUMO1P3	4.35e-5
MAS1	2.06e-9
COPA	0.067055167
KPNA4	8.93e-5
NCSTN	2.88e-6
RAPGEF2	1.87e-9
NHLH1	2.27e-7
LINC02159	6.23e-11
IGF2R	7.5e-8
VANGL2	3.9e-5
ARL14	6.48e-6
LOC643072	3.3e-8
AIRN	7.82e-8
BAZ2B	7.95e-6
SLAMF6	1.59214e-4
PPM1L	2.23e-9
LOC729603	1.21e-6
CD84	0.0016800300000000001
SLC22A1	6.14e-5
7-Mar	1.67e-5
CD302	1.40041e-4
SLAMF1	1.73201e-4
CD48	0.00826584
SLAMF7	0.001156029
SLC22A2	1.34e-5
LY75-CD302	3.91e-6
LY9	0.003192618
B3GALNT1	1.34e-9
LY75	1.58e-9
CD244	0.043344825
SLC22A3	9.97025e-4
LPAL2	3.5e-6
LOC101928372	0.005333244
PLA2R1	2.75e-7
ITLN2	3.7e-6
NMD3	3.08e-5
GABRB2	1.34e-8
F11R	1.61e-10
TSTD1	8.5e-10
USF1	1.82e-6
LPA	0.036823286
ARHGAP30	0.085796037
KLHDC9	4.16e-9
PFDN2	0.167240713
ITGB6	2.71e-11
NIT1	9.56e-9
SPTSSB	5.79e-9
DEDD	1.21e-5
LOC112543491	0.071719333
UFC1	4.72e-5
USP21	5.25e-8
LINC02067	4.12e-8
GABRA6	3.81e-5
PPOX	4.9e-6
B4GALT3	2.42e-8
ADAMTS4	3.69e-8
LINC02478	4.12e-5
NDUFS2	1.28e-7
FCER1G	4.22e-6
PLG	2.32e-10
TOMM40L	8.58e-7
MIR5187	3.96e-9
PCP4L1	1.08e-6
MIR4785	4.37e-10
GABRA1	1.25e-7
MPZ	5.51e-8
SDHC	1.64e-6
MAP3K4	1.07e-8
CFAP126	6.09e-10
LINC01202	1.27e-7
FCGR2A	3.11e-5
GABRG2	4.14e-9
HSPA6	2.15e-6
RBMS1	3.12e-8
FCGR3A	4.03e-5
FCGR2C	6.63627e-4
HSPA7	5.23e-5
FCGR3B	4.05e-7
AGPAT4-IT1	5.66e-8
FCGR2B	0.518474008
RPL31P11	0.167705954
AGPAT4	4.83e-8
FCRLA	2.51036e-4
LINC02233	1.73e-8
FCRLB	5.5e-10
DUSP12	1.44e-7
ATF6	1.25e-5
LOC105378098	3.32e-8
OTOL1	1.94e-12
OLFML2B	1.13e-5
TANK	4.82e-11
NOS1AP	2.01e-7
MIR4654	9.42e-8
LINC01806	2.05e-7
LOC101929512	7.2e-5
PSMD14	1.40355e-4
MIR556	6.67e-7
TBR1	2.38e-9
C1orf226	8.28531e-4
SH2D1B	4.70552e-4
AHCTF1P1	0.01455606
UHMK1	2.67e-6
SLC4A10	7.31e-9
UAP1	2.53e-6
DDR2	7.3e-9
LOC101928052	2.39e-9
CCNG1	1.63e-10
HSD17B7	1.07e-8
DPP4	6.06e-9
HMMR	4.98e-7
CCDC190	6.71e-11
HMMR-AS1	0.349510387
LOC100131604	1.15e-5
LOC101929532	7.3e-9
GCG	4.17e-11
RGS4	1.1e-13
MAT2B	1.34e-8
FAP	1.88e-7
PACRG	2.13e-6
LOC101928404	2.56e-7
PRKN	3.34e-7
IFIH1	2.63e-8
LINC01192	2.97e-7
