GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
GPR142	17	72363532	72369104	11	4	385942	1.9492	0.025638
GPRC5C	17	72427480	72447797	45	13	349110	0.089792	0.46423
CD300A	17	72462509	72480937	80	15	393651	2.8592	0.0021237
CD300LB	17	72516894	72527613	30	5	385137	0.87996	0.18944
CD300C	17	72537204	72542310	18	4	379015	-0.54364	0.70665
CD300H	17	72556674	72563673	26	6	411877	0.61692	0.26864
CD300LD	17	72576111	72588370	31	7	400770	0.57393	0.28301
CD300LD-AS1	17	72581057	72590348	26	5	402441	0.6498	0.25791
LOC101928343	17	72595979	72603730	32	5	402349	0.51844	0.30208
CD300E	17	72606022	72619897	46	9	392642	0.49645	0.30979
RAB37	17	72667256	72743474	137	28	387185	-0.79725	0.78735
CD300LF	17	72690447	72709169	35	10	385633	-0.81338	0.792
NHERF1	17	72744751	72765499	26	9	355986	1.4421	0.074635
NAT9	17	72766686	72772534	18	3	400418	0.47842	0.31617
TMEM104	17	72772622	72835922	149	17	390047	-0.73759	0.76962
GRIN2C	17	72838162	72856966	38	4	377899	-1.264	0.89688
FDXR	17	72858619	72869156	30	3	399978	-0.64745	0.74133
FADS6	17	72873451	72889737	37	7	383764	0.20063	0.4205
USH1G	17	72912176	72919351	4	2	399693	1.8421	0.032731
OTOP2	17	72920370	72930006	8	4	368317	2.4954	0.0062901
OTOP3	17	72931897	72946087	48	12	393943	0.70908	0.23914
HID1	17	72946837	72968900	38	9	370151	0.70183	0.24139
CDR2L	17	72983727	73001895	19	6	407718	2.1652	0.015188
MRPL58	17	73008760	73017356	26	6	391482	2.0932	0.018167
ATP5PD	17	73034955	73043074	26	8	394075	2.5804	0.0049337
KCTD2	17	73043279	73061981	55	11	400704	2.8223	0.0023839
SLC16A5	17	73083822	73102257	86	13	398777	1.8849	0.029724
ARMC7	17	73106047	73126360	48	10	397754	3.9227	4.3783e-05
NT5C	17	73126320	73127890	4	2	411457	5.3101	5.4782e-08
JPT1	17	73131343	73150775	28	7	390649	4.3649	6.3601e-06
SUMO2	17	73163825	73179098	21	7	405458	5.4185	3.0042e-08
NUP85	17	73201597	73231854	46	7	392335	2.9785	0.0014483
GGA3	17	73232694	73258444	42	6	401452	2.6937	0.0035329
MRPS7	17	73257749	73262457	8	1	413440	2.6068	0.0045696
MIF4GD	17	73262309	73267373	3	1	348538	0.29992	0.38212
SLC25A19	17	73269061	73285530	46	6	406414	2.3583	0.0091782
GRB2	17	73314157	73401790	198	12	400750	1.342	0.089806
TMEM94	17	73452664	73496533	98	13	398237	2.2452	0.012379
CASKIN2	17	73496341	73511664	49	9	392822	1.9387	0.026269
TSEN54	17	73512609	73520821	45	8	407335	2.0676	0.019339
LLGL2	17	73521783	73571290	223	26	397097	2.1711	0.01496
RECQL5	17	73622925	73663270	56	10	385578	1.1174	0.1319
SMIM5	17	73629514	73637486	10	5	371709	1.4174	0.078188
SMIM6	17	73642274	73644057	3	2	396811	1.338	0.09045
SAP30BP	17	73663399	73704139	50	9	391846	0.61821	0.26822
ITGB4	17	73717516	73753899	80	19	380549	1.8145	0.034797
GALK1	17	73754018	73761280	18	6	397402	1.845	0.032517
H3-3B	17	73772515	73775860	12	5	394513	3.3751	0.00036898
UNK	17	73780920	73821886	89	14	382515	2.2146	0.013392
UNC13D	17	73823306	73840798	63	10	389641	0.70544	0.24027
WBP2	17	73841780	73851501	21	5	384706	0.63743	0.26192
TRIM47	17	73870242	73874683	12	2	387620	1.4837	0.068946
TRIM65	17	73885041	73893084	19	4	398563	1.2306	0.10923
MRPL38	17	73894724	73901181	12	4	386463	0.79996	0.21187
FBF1	17	73905925	73937119	48	9	390383	-0.21986	0.58701
ACOX1	17	73937588	73975515	131	16	388008	-0.034623	0.51381
TEN1	17	73975298	73996667	59	13	391595	-0.93664	0.82553
CDK3	17	73996235	74002080	13	5	394359	-0.55805	0.7116
EVPL	17	74002926	74023533	51	10	397035	-0.93947	0.82626
SRP68	17	74034856	74068607	55	5	392401	1.2871	0.099021
ZACN	17	74075263	74078885	5	2	404723	1.4827	0.069076
EXOC7	17	74077086	74099868	57	4	387686	0.50999	0.30503
FOXJ1	17	74132414	74137380	8	3	364340	-0.055386	0.52208
RNF157	17	74138534	74236448	211	26	391129	-0.17541	0.56962
UBALD2	17	74261286	74267379	14	4	408402	-0.76301	0.77727
QRICH2	17	74270130	74304771	118	12	397707	-0.20122	0.57974
PRPSAP1	17	74306868	74379970	236	32	400727	0.50609	0.3064
SPHK1	17	74372742	74383941	40	14	403243	-0.33793	0.63229
UBE2O	17	74385613	74449288	160	20	387777	1.2241	0.11046
AANAT	17	74449433	74466199	55	13	393435	1.6256	0.052018
RHBDF2	17	74466975	74497509	108	17	392020	1.3269	0.092266
CYGB	17	74523430	74533987	13	5	368485	1.0528	0.14621
PRCD	17	74523668	74541458	27	6	374129	0.62776	0.26508
ST6GALNAC2	17	74561461	74582145	84	9	405172	0.9939	0.16013
ST6GALNAC1	17	74620838	74639894	60	8	391733	0.9147	0.18018
MXRA7	17	74669748	74707056	123	12	400068	2.3208	0.010148
JMJD6	17	74708914	74722881	19	5	379662	3.0726	0.0010611
METTL23	17	74722912	74729962	4	2	410198	2.6349	0.0042085
SRSF2	17	74730197	74733493	3	2	333008	1.7052	0.044079
MFSD11	17	74732647	74775336	29	12	392922	1.6964	0.0449
MGAT5B	17	74864798	74946472	454	52	400103	0.23242	0.40811
SEC14L1	17	75084725	75213183	445	42	384496	-0.0099998	0.50399
SEPTIN9	17	75277492	75496678	652	62	382874	-0.19802	0.57849
NA	17	75440786	75443731	4	1	333732	-0.10335	0.54116
TNRC6C	17	76000194	76104916	178	21	379830	-0.091423	0.53642
TMC6	17	76108999	76128488	72	23	404656	1.4511	0.073383
TMC8	17	76125505	76139049	65	13	399745	0.20424	0.41908
C17orf99	17	76142434	76162364	85	19	402327	0.40958	0.34106
SYNGR2	17	76164632	76169009	16	4	397456	0.1757	0.43026
TK1	17	76170160	76183285	53	12	399245	-1.1862	0.88222
AFMID	17	76183398	76203782	112	23	403134	-0.4512	0.67408
BIRC5	17	76210277	76221716	69	9	395150	0.83867	0.20083
TMEM235	17	76227391	76237068	34	9	407185	-0.19661	0.57793
SOCS3	17	76352858	76356160	5	3	404107	0.92995	0.1762
PGS1	17	76374705	76420740	183	17	392704	1.3891	0.082407
DNAH17	17	76419778	76573476	813	79	393313	1.0467	0.14761
CYTH1	17	76670130	76778376	213	17	378544	0.89884	0.18437
USP36	17	76783463	76836980	105	13	390396	0.77521	0.21911
TIMP2	17	76849059	76921472	265	23	388637	-0.30043	0.61807
CEP295NL	17	76886577	76899299	59	10	372084	-1.3051	0.90408
LGALS3BP	17	76967335	76976061	26	10	368948	1.112	0.13306
CANT1	17	76987798	77005899	69	13	391162	0.092371	0.4632
C1QTNF1	17	77019016	77045870	77	8	388472	-0.53921	0.70513
ENGASE	17	77067565	77084685	73	13	396530	0.89257	0.18604
RBFOX3	17	77085427	77512230	1933	236	391928	1.9274	0.026966
ENPP7	17	77704882	77716021	40	10	394952	1.3936	0.081716
CBX2	17	77751977	77761449	19	9	406026	0.29097	0.38554
CBX8	17	77768176	77770915	6	3	361840	-0.7962	0.78704
CBX4	17	77806955	77813222	10	3	403386	0.96688	0.1668
TBC1D16	17	77906142	78009657	364	80	370732	-0.2532	0.59994
CCDC40	17	78010431	78074412	275	24	392849	-1.6989	0.95533
GAA	17	78075339	78093680	111	13	395024	-0.90753	0.81794
EIF4A3	17	78109013	78120982	43	10	378075	-0.81959	0.79378
CARD14	17	78143791	78183130	144	31	363514	-0.58663	0.72127
SGSH	17	78180515	78194199	58	8	392289	0.016786	0.4933
SLC26A11	17	78194200	78227308	125	18	395343	0.52166	0.30096
RNF213	17	78234643	78372586	420	48	373644	1.2281	0.10971
ENDOV	17	78388965	78411886	82	18	387287	1.3952	0.081473
NPTX1	17	78440633	78450404	33	8	387067	3.4707	0.00025957
RPTOR	17	78518625	78940173	1636	65	399225	3.2391	0.0005996
CHMP6	17	78965641	78973933	30	5	401447	1.7009	0.044482
BAIAP2	17	79008944	79091232	365	47	391229	0.56909	0.28465
AATK	17	79084285	79139877	239	41	384798	0.15811	0.43719
CEP131	17	79163393	79196793	137	22	393404	0.27036	0.39344
TEPSIN	17	79202072	79212891	27	8	324619	0.79067	0.21457
NDUFAF8	17	79213039	79215098	6	3	304012	0.87371	0.19114
SLC38A10	17	79218799	79269233	181	27	363050	-0.20606	0.58163
TMEM105	17	79285070	79304474	79	10	387368	0.80889	0.20929
LINC03048	17	79349699	79359160	24	3	395341	1.9669	0.024597
BAHCC1	17	79373540	79433358	169	36	391796	2.2512	0.012188
ACTG1	17	79476997	79479892	26	5	382829	1.167	0.12161
FSCN2	17	79481022	79504156	69	15	380777	0.77687	0.21862
FAAP100	17	79506911	79519429	42	8	392763	2.0179	0.021803
NPLOC4	17	79523913	79604138	332	19	395757	2.8188	0.0024104
TSPAN10	17	79609349	79615779	46	5	403003	3.0314	0.0012169
PDE6G	17	79617489	79623607	30	7	392243	2.9432	0.0016242
OXLD1	17	79632066	79633618	3	2	402263	0.89446	0.18554
CCDC137	17	79633761	79640937	45	6	410501	2.5271	0.0057499
ARL16	17	79648224	79650954	12	3	401909	2.4149	0.0078702
HGS	17	79650962	79669151	83	10	391154	1.0739	0.14144
MRPL12	17	79670400	79674556	18	5	388463	1.6063	0.054101
SLC25A10	17	79679266	79688046	37	7	391767	1.4028	0.080333
GCGR	17	79762010	79771889	21	4	375726	0.65499	0.25624
MCRIP1	17	79780293	79791167	22	3	377549	1.1909	0.11686
PPP1R27	17	79791368	79792926	2	1	413466	1.3497	0.088559
P4HB	17	79801034	79818566	34	3	401960	1.2253	0.11023
ARHGDIA	17	79825595	79829282	7	2	405711	0.91253	0.18075
ANAPC11	17	79849599	79858363	5	3	394632	-0.32741	0.62832
PCYT2	17	79860777	79869340	4	2	347840	0.71854	0.23621
SIRT7	17	79869815	79876058	3	2	389237	-0.19748	0.57827
MAFG	17	79876145	79885587	2	1	410951	0.35099	0.3628
PYCR1	17	79890260	79895203	4	2	398601	1.0741	0.14138
MYADML2	17	79897521	79905109	21	4	376732	-0.21988	0.58702
NOTUM	17	79910383	79919057	21	3	389044	-1.4437	0.92559
ASPSCR1	17	79935426	79975282	64	13	388803	-1.2669	0.89741
CENPX	17	79976579	79980786	12	4	374192	-0.75819	0.77583
LRRC45	17	79981280	79989027	9	5	377114	-1.1761	0.88022
RAC3	17	79989532	79992080	5	2	370293	-0.95342	0.82981
DCXR	17	79993757	79995573	5	1	362638	-2.089	0.98165
RFNG	17	80005778	80009650	15	2	367409	-1.6831	0.95382
GPS1	17	80009746	80015346	11	4	400446	-0.89323	0.81413
DUS1L	17	80015748	80023697	16	6	391414	0.79393	0.21362
FASN	17	80036214	80056106	49	11	379271	2.3677	0.0089503
CCDC57	17	80059333	80170705	458	8	395907	2.1191	0.017039
SLC16A3	17	80186282	80197375	27	6	392237	1.5696	0.058256
CSNK1D	17	80197523	80231594	25	13	382827	-0.019216	0.50767
CD7	17	80272746	80275480	6	3	400693	-0.36953	0.64413
SECTM1	17	80278900	80291921	50	4	402720	0.54562	0.29266
TEX19	17	80317123	80321652	8	2	365081	0.18283	0.42746
UTS2R	17	80330647	80333528	10	3	345010	0.52733	0.29898
OGFOD3	17	80347086	80376513	89	17	389821	0.93162	0.17577
HEXD	17	80376240	80400516	55	9	385012	1.9977	0.022873
CYBC1	17	80400462	80408707	35	7	398526	0.21005	0.41681
NARF	17	80415611	80446143	79	13	378321	1.1719	0.12063
FOXK2	17	80477594	80562483	366	37	391543	1.2193	0.11136
WDR45B	17	80572438	80606411	106	18	382997	0.36521	0.35748
RAB40B	17	80614943	80656598	147	28	377553	-0.036441	0.51453
LOC101929552	17	80671785	80674324	9	2	413137	-1.0221	0.84664
FN3KRP	17	80674582	80685893	38	9	399077	0.40102	0.3442
FN3K	17	80693452	80709073	52	8	401109	0.28255	0.38876
TBCD	17	80709938	80901062	663	26	391274	0.17663	0.4299
ZNF750	17	80787310	80797931	34	7	396797	0.1251	0.45022
B3GNTL1	17	80900009	81009686	492	45	390162	0.031823	0.48731
METRNL	17	81037567	81052867	58	18	376310	0.10677	0.45749
USP14	18	158483	213739	115	17	391624	-0.18684	0.57411
THOC1	18	214520	268059	90	12	406938	0.20876	0.41732
COLEC12	18	319355	500729	882	79	398333	-0.39298	0.65283
CETN1	18	580369	581524	3	1	413466	1.454	0.072974
CLUL1	18	596998	650298	176	37	397361	-0.55046	0.709
TYMSOS	18	649620	658340	27	6	402332	0.96633	0.16694
TYMS	18	657590	673499	53	4	412660	1.9127	0.027895
ENOSF1	18	670324	712662	207	16	399917	0.7296	0.23282
YES1	18	721592	812327	232	21	399681	-0.099939	0.5398
ADCYAP1	18	904366	912173	28	13	393023	0.16165	0.43579
METTL4	18	2537524	2571489	115	11	403508	-0.70312	0.75901
NDC80	18	2571510	2616634	119	14	404858	-0.89406	0.81436
SMCHD1	18	2655886	2805015	535	20	396261	0.13348	0.44691
EMILIN2	18	2846786	2914090	201	50	399144	0.8122	0.20834
LPIN2	18	2916992	3013313	263	20	383811	0.51405	0.30361
MYOM1	18	3066805	3220106	577	61	398767	-0.24231	0.59573
MYL12A	18	3247472	3256234	37	5	401944	0.5853	0.27917
MYL12B	18	3262111	3278282	83	5	395011	-0.19044	0.57552
TGIF1	18	3411925	3458409	133	28	395949	-0.43639	0.66872
DLGAP1	18	3496030	4455310	3215	296	394883	2.2652	0.01175
AKAIN1	18	5143672	5197507	183	31	402474	0.99915	0.15886
ZBTB14	18	5289018	5297052	20	4	412973	-0.45352	0.67491
EPB41L3	18	5392380	5630662	657	59	387113	0.6378	0.2618
TMEM200C	18	5889411	5895373	16	7	386880	1.7639	0.038877
L3MBTL4	18	5954705	6414910	1150	87	397328	2.1376	0.016274
ARHGAP28	18	6729717	6915715	465	53	399465	1.2308	0.1092
LAMA1	18	6941743	7117813	583	86	394588	0.52776	0.29883
PTPRM	18	7567314	8406859	2411	146	387605	0.047231	0.48116
RAB12	18	8609443	8639380	86	8	405909	1.4669	0.071208
MTCL1	18	8705659	8832776	415	57	400533	1.3647	0.086167
NDUFV2	18	9102628	9134343	53	9	397541	0.46729	0.32015
ANKRD12	18	9136751	9285983	312	17	402372	0.68473	0.24676
TWSG1	18	9334765	9402424	194	15	405127	0.16223	0.43556
RALBP1	18	9475530	9538106	192	22	402790	-0.57198	0.71633
PPP4R1	18	9546789	9614605	174	20	404175	-1.6634	0.95189
RAB31	18	9708228	9862553	605	91	388090	0.7262	0.23386
TXNDC2	18	9885723	9889272	20	7	406875	0.33582	0.3685
VAPA	18	9913955	9960018	127	19	404478	1.9353	0.026478
APCDD1	18	10454625	10488698	110	17	404276	0.50081	0.30825
NAPG	18	10525873	10552766	62	5	409340	1.1044	0.13471
NA	18	10601291	10605760	29	3	374758	0.25028	0.40118
PIEZO2	18	10670244	11148761	1756	134	399967	0.20152	0.42015
SLC35G4	18	11609557	11610611	7	2	409327	-0.78509	0.7838
GNAL	18	11689014	11885684	618	41	401865	-1.6306	0.94851
CHMP1B	18	11851389	11854448	6	4	362857	-0.3999	0.65538
MPPE1	18	11883470	11908796	112	19	391368	-0.71	0.76115
IMPA2	18	11981427	12030885	241	29	400312	0.85071	0.19747
ANKRD62	18	12093848	12129763	104	7	399615	0.6731	0.25044
CIDEA	18	12254318	12277594	70	14	412310	-1.0563	0.85459
TUBB6	18	12308218	12326568	55	4	401388	1.4735	0.070302
AFG3L2	18	12328943	12377275	94	10	401722	1.5255	0.063565
PRELID3A	18	12407895	12432237	70	14	394504	0.041342	0.48351
SPIRE1	18	12446511	12661456	597	32	400166	1.573	0.057855
PSMG2	18	12658738	12725739	162	12	406345	1.5263	0.063469
CEP76	18	12661748	12702776	96	9	407640	1.4941	0.067574
PTPN2	18	12785477	12884337	237	25	401768	0.87262	0.19144
SEH1L	18	12947983	12987536	98	14	399150	1.4604	0.072089
CEP192	18	12991352	13125052	370	20	400731	0.63827	0.26165
LDLRAD4	18	13218729	13652753	1162	123	394691	1.8997	0.028739
FAM210A	18	13663346	13726591	200	21	390386	0.44849	0.3269
RNMT	18	13726659	13764555	92	13	400788	0.88108	0.18914
MC5R	18	13825543	13826861	8	2	406265	1.0554	0.14562
MC2R	18	13882043	13915535	118	9	398034	-1.6803	0.95355
ZNF519	18	14075989	14132489	106	15	390881	1.0476	0.1474
POTEC	18	14511737	14543599	27	6	409675	1.227	0.10991
ANKRD30B	18	14748239	14852737	134	13	398486	2.0962	0.018031
ROCK1	18	18529701	18691812	111	11	368914	1.2097	0.11319
GREB1L	18	18822203	19105384	298	20	370623	0.62678	0.2654
ESCO1	18	19109242	19180697	74	9	394590	-1.0935	0.86291
SNRPD1	18	19192260	19210208	23	5	397231	-0.9554	0.83031
ABHD3	18	19230858	19284766	80	9	382347	-0.1179	0.54693
MIB1	18	19321290	19450918	177	18	386442	0.84589	0.19881
GATA6	18	19749404	19782491	31	13	346025	1.3732	0.084839
CTAGE1	18	19993564	19997878	8	5	404073	1.2781	0.10061
RBBP8	18	20513295	20606451	189	18	364990	0.23992	0.4052
CABLES1	18	20714528	20840434	237	37	365031	0.2103	0.41672
TMEM241	18	20875977	21017925	256	23	396176	2.6113	0.0045093
RIOK3	18	21032787	21063104	69	12	408701	1.0278	0.15202
RMC1	18	21083434	21113311	39	5	409569	0.68449	0.24683
NPC1	18	21086148	21166581	112	9	398665	0.44589	0.32784
ANKRD29	18	21179977	21242849	98	22	381147	-0.1402	0.55575
LAMA3	18	21269562	21535030	441	22	394803	0.74605	0.22782
TTC39C	18	21572737	21715574	341	37	399854	-0.62772	0.73491
CABYR	18	21718920	21741564	39	7	400175	-0.13192	0.55248
OSBPL1A	18	21742009	21977846	540	60	397790	0.091292	0.46363
IMPACT	18	22006609	22033499	68	9	394645	-0.63376	0.73688
HRH4	18	22040593	22059921	60	16	403711	1.4733	0.070331
ZNF521	18	22641888	22932214	728	74	392040	2.2694	0.011623
SS18	18	23596217	23671176	140	16	402197	0.48308	0.31452
PSMA8	18	23713816	23773319	105	10	397224	0.4495	0.32653
TAF4B	18	23806409	23971649	399	24	400974	0.74406	0.22842
KCTD1	18	24034874	24237365	566	80	395574	1.3633	0.086397
AQP4	18	24432007	24445735	36	9	389248	-0.37864	0.64752
CHST9	18	24494554	24765302	735	43	400996	0.7056	0.24022
CDH2	18	25530930	25757445	470	39	400194	-0.80519	0.78964
DSC3	18	28570052	28622781	163	19	404906	0.40943	0.34111
DSC2	18	28645938	28682388	52	13	406533	0.73292	0.2318
DSC1	18	28709199	28742819	138	11	403415	1.3403	0.090066
DSG1	18	28898052	28937394	147	9	403263	0.65313	0.25683
DSG4	18	28956740	28993880	77	8	407021	1.4655	0.071395
DSG3	18	29027732	29058665	118	14	396758	3.5207	0.00021523
DSG2	18	29078027	29128814	111	12	390423	-0.077876	0.53104
TTR	18	29171730	29178987	10	3	389028	0.84537	0.19895
B4GALT6	18	29202209	29306560	197	23	404757	-0.88603	0.8122
SLC25A52	18	29339659	29340843	1	1	211098	-0.49387	0.6893
TRAPPC8	18	29409136	29523175	251	20	402238	-0.85208	0.80291
RNF125	18	29598445	29653154	120	19	403067	1.614	0.053262
RNF138	18	29671818	29711524	81	13	408428	1.0563	0.14542
MEP1B	18	29769987	29800367	92	12	407601	2.9897	0.0013964
GAREM1	18	29843484	30050447	534	25	399101	2.1898	0.014271
KLHL14	18	30252634	30353815	248	12	395762	-1.8936	0.97086
CCDC178	18	30517225	31020685	966	30	395844	1.3577	0.087281
ASXL3	18	31158541	31331159	366	25	399623	1.6798	0.046495
NOL4	18	31431064	31803515	756	42	363527	3.2123	0.00065844
DTNA	18	32073254	32471808	887	26	398117	0.8784	0.18986
MAPRE2	18	32556892	32723434	355	34	387729	2.5718	0.0050584
ZNF397	18	32820994	32838397	28	9	370857	2.3986	0.0082279
ZSCAN30	18	32831023	32870196	79	14	368000	3.1233	0.00089411
ZNF24	18	32912178	32924428	24	6	384457	2.6363	0.0041912
ZNF396	18	32946661	32957301	19	5	387201	3.0501	0.0011437
INO80C	18	33032194	33078110	76	14	386679	0.024422	0.49026
GALNT1	18	33207400	33291798	197	11	399987	-0.4452	0.67191
C18orf21	18	33552588	33559250	13	3	403964	-1.0815	0.86027
RPRD1A	18	33569787	33647538	143	14	394811	-0.90885	0.81829
SLC39A6	18	33688494	33709357	39	4	386194	1.3296	0.091818
ELP2	18	33709837	33754688	126	13	407235	0.67312	0.25044
MOCOS	18	33767480	33848685	249	35	397977	0.17912	0.42892
FHOD3	18	33877677	34360019	1158	91	397608	3.2878	0.0005049
TPGS2	18	34359513	34409179	90	6	397627	-0.16096	0.56394
KIAA1328	18	34409069	34812095	716	18	396020	-0.63218	0.73637
CELF4	18	34823003	35146000	826	87	394872	0.83069	0.20307
PIK3C3	18	39535165	39662272	187	16	390312	0.6135	0.26977
RIT2	18	40323183	40695676	830	49	401700	2.2033	0.013787
SYT4	18	40847857	40857615	9	3	411755	1.6909	0.045423
SETBP1	18	42258849	42648475	719	79	394784	2.586	0.0048544
SLC14A2	18	42792947	43263072	1403	96	395698	2.2024	0.013817
SLC14A1	18	43304088	43332485	114	7	403523	-0.87238	0.8085
SIGLEC15	18	43405545	43422521	32	7	394714	0.28721	0.38698
EPG5	18	43427574	43547305	268	20	392391	0.6424	0.26031
PSTPIP2	18	43563502	43652250	234	18	400085	0.79763	0.21254
ATP5F1A	18	43664110	43684199	81	8	403951	-0.061253	0.52442
HAUS1	18	43684298	43708299	66	9	394794	-0.041516	0.51656
ARK2N	18	43753519	43846955	148	13	387789	-1.4751	0.92991
ARK2C	18	43906772	44041159	365	55	388213	0.87994	0.18945
LOXHD1	18	44056935	44236996	574	58	399570	-0.090639	0.53611
ST8SIA5	18	44259081	44337039	292	48	393047	3.5703	0.00017829
PIAS2	18	44388900	44500130	253	13	397845	1.3999	0.080772
KATNAL2	18	44497565	44628614	317	20	390696	2.5727	0.0050458
ELOA2	18	44558943	44561988	14	4	371303	1.7338	0.041475
HDHD2	18	44633781	44676891	135	16	403018	1.3605	0.086836
IER3IP1	18	44681390	44702745	59	7	398040	0.65266	0.25699
SKOR2	18	44738460	44775554	86	12	399813	1.627	0.051871
SMAD2	18	45359466	45457564	175	13	400682	1.2084	0.11344
ZBTB7C	18	45553043	45935793	1387	151	387374	-0.11021	0.54388
CTIF	18	46065427	46389588	1040	119	389728	1.2616	0.10355
SMAD7	18	46446223	46477081	93	21	399376	0.86964	0.19225
DYM	18	46567846	46987172	989	27	398055	1.2376	0.10793
C18orf32	18	47007548	47013644	19	6	389195	0.32515	0.37253
RPL17-C18orf32	18	47007548	47018935	33	8	398688	-0.075656	0.53015
RPL17	18	47014851	47018935	10	3	411530	-1.0904	0.86223
LIPG	18	47087069	47119278	75	18	385287	0.86833	0.19261
ACAA2	18	47309874	47340306	64	11	396189	1.1086	0.13381
MYO5B	18	47349156	47721542	1322	56	393891	1.5113	0.065358
CFAP53	18	47753563	47792865	90	9	399364	0.88256	0.18874
MBD1	18	47793252	47808144	25	6	410881	1.4176	0.078159
CXXC1	18	47808713	47814692	10	4	413466	0.29347	0.38458
SKA1	18	47901392	47920538	57	6	402490	2.2498	0.012231
MAPK4	18	48086484	48258196	392	50	400453	0.71438	0.2375
MRO	18	48321490	48351808	120	26	382359	-0.19319	0.5766
ME2	18	48405432	48476165	123	14	391724	-0.76166	0.77687
ELAC1	18	48494387	48514491	24	7	377709	-0.45402	0.67509
SMAD4	18	48556583	48611412	56	7	403619	0.14681	0.44164
MEX3C	18	48700920	48724051	44	8	382368	0.24057	0.40495
DCC	18	49866542	51062273	4352	111	397893	1.5201	0.064247
MBD2	18	51677971	51751158	122	15	400432	2.8604	0.0021157
POLI	18	51795849	51837583	117	9	403261	1.4702	0.070748
STARD6	18	51851062	51880943	73	8	405532	0.54916	0.29145
C18orf54	18	51884284	51908404	85	6	400616	0.43268	0.33262
DYNAP	18	52258390	52266724	15	5	400252	0.84592	0.1988
RAB27B	18	52385097	52562747	536	26	399151	3.7502	8.8346e-05
CCDC68	18	52568740	52626739	119	14	406808	-0.4424	0.6709
TCF4	18	52889562	53303252	652	52	398855	3.0583	0.0011128
TXNL1	18	54270053	54305920	70	9	331488	0.67744	0.24906
WDR7	18	54318590	54697036	881	44	377742	1.8399	0.032894
BOD1L2	18	54814293	54817639	13	3	385597	0.58565	0.27906
ST8SIA3	18	55019721	55036162	39	6	406254	0.72991	0.23272
ONECUT2	18	55102917	55158530	191	22	398196	-1.8052	0.96448
FECH	18	55212073	55253969	133	23	402079	0.21428	0.41516
NARS1	18	55267888	55289177	62	10	405197	0.37182	0.35501
ATP8B1-AS1	18	55297534	55336508	136	21	401170	0.41942	0.33746
ATP8B1	18	55313658	55470327	468	59	399236	0.28711	0.38702
NEDD4L	18	55711580	56068772	1064	85	397132	0.90302	0.18326
ALPK2	18	56148479	56296189	521	52	395292	0.069927	0.47213
MALT1-AS1	18	56337241	56338761	7	3	412269	-0.31531	0.62374
MALT1	18	56338618	56417371	190	19	404995	-1.3522	0.91184
ZNF532	18	56529832	56653709	298	21	398746	0.75436	0.22532
SEC11C	18	56806709	56826069	69	9	389452	3.1083	0.00094096
GRP	18	56887400	56898003	39	3	393535	-0.060735	0.52421
RAX	18	56934267	56940625	19	4	391384	0.31988	0.37453
CPLX4	18	56962634	56985881	64	11	399609	-0.20706	0.58202
LMAN1	18	56995055	57026508	92	11	401733	0.66454	0.25317
CCBE1	18	57098171	57364860	1025	77	385884	-0.17819	0.57071
PMAIP1	18	57567153	57571538	8	4	408712	-0.39844	0.65485
MC4R	18	58038564	58040001	3	2	363324	-2.4764	0.99336
CDH20	18	59000815	59237123	582	104	393272	-0.31178	0.6224
RNF152	18	59475300	59561634	292	26	401161	0.41998	0.33725
PIGN	18	59711457	59854289	521	14	403477	1.5284	0.063208
RELCH	18	59854506	59974355	325	17	407304	1.6685	0.047607
TNFRSF11A	18	59992520	60054943	229	39	393884	1.8205	0.034342
ZCCHC2	18	60190658	60254942	146	19	401747	2.8771	0.0020065
PHLPP1	18	60382672	60647676	423	28	398375	-0.31086	0.62204
BCL2	18	60790579	60987011	565	87	386562	-0.055169	0.522
KDSR	18	60994971	61034506	88	12	402312	1.2193	0.11137
VPS4B	18	61056423	61089752	76	8	409748	0.79075	0.21454
SERPINB5	18	61144144	61172318	121	9	403418	-1.0121	0.84426
SERPINB12	18	61223393	61234336	32	5	403386	0.54196	0.29392
SERPINB13	18	61254431	61266433	17	5	394952	0.65937	0.25483
SERPINB4	18	61304493	61311502	4	2	412940	1.7506	0.040008
SERPINB3	18	61322431	61329259	13	5	393509	1.5634	0.05898
SERPINB11	18	61370194	61391123	105	6	408122	0.32056	0.37427
SERPINB7	18	61420281	61472610	196	20	403212	0.61591	0.26898
SERPINB2	18	61554939	61571124	77	3	405300	0.22522	0.41091
SERPINB10	18	61575224	61602948	131	7	392541	0.57587	0.28235
HMSD	18	61616588	61627646	36	6	400747	-0.76118	0.77673
SERPINB8	18	61637263	61656608	54	14	398737	-0.93902	0.82614
CDH7	18	63417488	63548175	383	19	400293	1.2005	0.11497
CDH19	18	64168320	64271375	205	23	401197	0.72957	0.23283
DSEL	18	65173819	65183967	14	5	372637	-0.087561	0.53489
TMX3	18	66340925	66382535	93	9	365601	-0.97004	0.83399
CCDC102B	18	66382466	66756517	1132	59	395443	-0.23013	0.591
DOK6	18	67068284	67516323	1574	116	400757	1.963	0.024826
CD226	18	67530192	67624412	240	37	376416	2.1229	0.016882
RTTN	18	67671040	67872962	459	21	390984	0.17389	0.43097
SOCS6	18	67956137	67997435	134	20	397274	-0.032221	0.51285
GTSCR1	18	68297755	68318093	70	12	387891	-0.091667	0.53652
