GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
AXL	19	41725104	41767672	21	4	1578399	5.8512	2.4395e-09
HNRNPUL1	19	41768391	41813811	19	2	1581498	2.3701	0.0088914
CCDC97	19	41816094	41830788	7	1	1581997	1.9353	0.026479
TGFB1	19	41836812	41859831	9	6	1402410	6.1094	5e-10
TMEM91	19	41856873	41889988	12	2	1575420	6.2664	1.8473e-10
B9D2	19	41860322	41870078	6	2	1580991	6.1094	5e-10
EXOSC5	19	41892275	41903289	4	2	1419280	6.1094	5e-10
BCKDHA	19	41903694	41930910	15	2	1425535	6.1094	5e-10
B3GNT8	19	41931264	41934635	3	1	1588432	6.1094	5e-10
DMAC2	19	41937223	41945843	3	2	1580606	6.1094	5e-10
ERICH4	19	41949063	41950670	2	1	1589039	4.3511	6.7715e-06
CEACAM21	19	42055886	42093255	21	5	1539110	4.9869	3.0682e-07
CEACAM4	19	42125344	42133442	5	2	1580150	3.9222	4.3879e-05
CEACAM7	19	42177235	42192196	7	3	1410762	3.438	0.00029302
CEACAM5	19	42212530	42234437	11	4	1455538	3.5003	0.0002324
CEACAM6	19	42259398	42276113	10	3	1482700	1.2432	0.10689
CEACAM3	19	42300522	42315591	9	1	1494866	2.4547	0.0070499
LYPD4	19	42339356	42348774	5	1	1567123	1.6656	0.047897
DMRTC2	19	42348806	42356398	3	2	1419463	1.7035	0.044233
RPS19	19	42363988	42375484	11	2	1508776	2.3685	0.0089306
ARHGEF1	19	42387240	42411604	12	2	1432915	1.6204	0.052576
ERFL	19	42412093	42432229	6	2	1522668	3.1888	0.00071437
RABAC1	19	42460833	42463530	3	2	1245482	4.8872	5.1141e-07
ATP1A3	19	42470628	42498428	3	2	1422144	6.1094	5e-10
GRIK5	19	42502468	42574278	10	4	1564833	6.1094	5e-10
POU2F2	19	42590262	42636625	9	4	1304882	6.1094	5e-10
DEDD2	19	42702745	42724304	7	2	1480790	6.1094	5e-10
ZNF526	19	42724492	42732353	1	1	955424	-0.441	0.67039
GSK3A	19	42734338	42746736	3	1	1484521	6.1094	5e-10
ERF	19	42751717	42759309	1	1	1591084	14.108	1.6978e-45
CIC	19	42788734	42799949	4	2	1221636	7.0627	8.1659e-13
PRR19	19	42806284	42814973	3	1	1593090	6.1094	5e-10
TMEM145	19	42817477	42829214	1	1	1597200	14.933	1e-50
MEGF8	19	42829730	42882921	19	3	1412506	6.1094	5e-10
LIPE	19	42905664	42931578	9	3	1052062	0.99417	0.16007
CXCL17	19	42932695	42947136	4	2	1309492	5.7551	4.329e-09
CEACAM1	19	43011458	43032661	9	2	1504475	6.5433	3.0084e-11
CEACAM8	19	43084393	43099082	5	2	1086981	-0.94794	0.82842
PSG3	19	43225794	43244668	1	1	1273213	-1.2138	0.8876
PSG1	19	43370613	43383921	4	1	693674	0.86911	0.19239
PSG7	19	43428284	43441330	1	1	910082	-0.81895	0.79359
PSG2	19	43568362	43586893	1	1	734364	0.45894	0.32314
PSG9	19	43757434	43773709	1	1	893746	0.21596	0.41451
CD177	19	43857825	43867480	1	1	1559141	-0.50293	0.69249
TEX101	19	43892763	43922767	12	4	1544563	1.8999	0.028721
LYPD3	19	43964946	43969831	2	1	1584916	6.1094	5e-10
PHLDB3	19	43979255	44009073	12	4	1590059	7.9633	8.3763e-16
ETHE1	19	44010871	44031408	11	2	1495835	7.352	9.7615e-14
ZNF575	19	44037244	44040290	2	1	1578890	6.1094	5e-10
XRCC1	19	44047464	44079730	37	10	1523386	6.1094	5e-10
PINLYP	19	44080952	44086256	5	2	1587201	6.1094	5e-10
IRGQ	19	44088519	44100287	5	2	1557407	7.6474	1.0256e-14
ZNF576	19	44100544	44104587	1	1	1580814	8.7837	7.9092e-19
ZNF428	19	44111376	44124298	4	1	1591573	4.5688	2.4531e-06
SRRM5	19	44116253	44118650	1	1	1597364	2.5839	0.0048848
CADM4	19	44126519	44143991	9	3	1581605	7.9259	1.1322e-15
PLAUR	19	44150247	44174498	23	12	1395221	7.3427	1.0468e-13
IRGC	19	44220214	44224173	2	1	1568202	3.8315	6.3678e-05
SMG9	19	44232851	44259142	14	2	1457762	6.72	9.0886e-12
KCNN4	19	44270685	44286269	7	4	1415766	6.4414	5.92e-11
LYPD5	19	44300079	44324808	13	4	1593723	4.8938	4.9466e-07
ZNF283	19	44331445	44353050	13	4	1592528	2.2224	0.013127
ZNF404	19	44376515	44388116	9	3	1395891	1.6691	0.047548
ZNF45	19	44416776	44439411	14	3	1554040	2.7234	0.0032303
ZNF221	19	44455375	44471752	11	4	1573871	3.989	3.3182e-05
ZNF155	19	44472014	44502477	30	4	1561120	1.8842	0.02977
ZNF230	19	44507077	44518072	9	3	1550293	1.6097	0.053729
ZNF222	19	44529494	44537263	6	2	1477868	0.39199	0.34753
ZNF223	19	44556164	44572142	9	3	1506882	0.65624	0.25583
ZNF284	19	44576297	44591623	3	1	1576487	1.2075	0.11363
ZNF224	19	44598482	44613997	12	2	1547850	2.6111	0.0045121
ZNF225	19	44617528	44637255	7	3	1483964	2.1058	0.017613
ZNF234	19	44645710	44664462	7	2	1590468	3.4888	0.00024264
ZNF226	19	44669215	44682534	8	3	1512977	4.12	1.8946e-05
ZNF227	19	44716684	44741421	8	3	1588769	6.2947	1.5398e-10
ZNF233	19	44764033	44779470	6	2	1552260	6.4825	4.5107e-11
ZNF235	19	44790501	44809606	6	2	1565861	6.7425	7.7845e-12
ZNF112	19	44830706	44860856	15	4	1580412	6.5535	2.8109e-11
ZNF285	19	44889808	44905777	6	1	1561744	2.6107	0.0045175
ZNF229	19	44930423	44952766	20	5	1583447	3.8211	6.6422e-05
ZNF180	19	44978645	45004574	25	8	1517535	3.0712	0.001066
CEACAM20	19	45010211	45033548	20	6	1570375	2.3155	0.010292
IGSF23	19	45116911	45140081	10	2	1576922	2.5897	0.0048031
PVR	19	45147098	45169429	9	4	1570469	1.6842	0.046068
CEACAM19	19	45174724	45187631	4	2	1316514	2.919	0.0017559
CEACAM16	19	45202421	45213986	6	3	1545227	1.5347	0.062433
BCL3	19	45246070	45263301	6	3	1413446	2.3537	0.0092934
CBLC	19	45281126	45303903	7	3	1472104	4.4221	4.8877e-06
BCAM	19	45312316	45324678	8	4	1497515	4.3681	6.266e-06
NECTIN2	19	45349393	45392485	26	8	1580241	5.2452	7.8048e-08
TOMM40	19	45394477	45406946	8	2	1580312	6.0937	5.5169e-10
APOE	19	45409039	45412650	2	1	1564479	3.1174	0.00091227
APOC1	19	45417577	45422606	1	1	1587835	2.7109	0.0033554
APOC4	19	45445495	45448753	2	1	1586058	6.1094	5e-10
APOC2	19	45449239	45452822	1	1	1587946	11.013	1.6467e-28
CLPTM1	19	45457842	45496604	16	4	1580269	7.9084	1.3037e-15
RELB	19	45504707	45541456	8	3	1427028	6.6328	1.6471e-11
CLASRP	19	45542298	45574214	14	1	1472523	2.4835	0.0065055
GEMIN7	19	45579024	45594782	8	1	1517394	1.1895	0.11711
PPP1R37	19	45596431	45650543	22	6	1495353	5.8287	2.7931e-09
NKPD1	19	45653008	45663408	4	2	1384430	2.8493	0.0021906
TRAPPC6A	19	45666186	45681501	5	2	1389212	4.7532	1.0009e-06
BLOC1S3	19	45682003	45685058	2	1	1592418	3.7024	0.00010677
EXOC3L2	19	45715879	45737469	7	2	1541146	1.6989	0.044665
MARK4	19	45754516	45808541	15	4	1487056	1.2137	0.11244
CKM	19	45809671	45826302	8	4	1563553	1.0545	0.14582
KLC3	19	45843998	45854864	4	2	1358901	-0.11243	0.54476
ERCC2	19	45854649	45873845	18	9	1307829	1.1578	0.12348
PPP1R13L	19	45882892	45909787	6	3	1578418	2.0149	0.021959
POLR1G	19	45909467	45914024	6	2	1594704	0.65067	0.25763
ERCC1	19	45910591	45982241	26	8	1570748	2.6278	0.0042971
FOSB	19	45971253	45978437	6	3	1563194	2.8101	0.002476
RTN2	19	45988546	46000313	5	3	1339918	1.8286	0.033732
VASP	19	46010688	46030247	12	4	1442622	0.4586	0.32326
OPA3	19	46031025	46088122	26	8	1459269	1.3242	0.092714
GPR4	19	46093022	46105466	7	2	1489399	2.1769	0.014743
EML2	19	46112658	46148775	15	6	1552517	2.2432	0.012443
GIPR	19	46171490	46185717	6	3	1373157	2.8062	0.0025066
SNRPD2	19	46190712	46195569	1	1	1517957	1.7943	0.03638
QPCTL	19	46195741	46207248	5	3	1540266	5.9476	1.3607e-09
FBXO46	19	46213887	46234151	2	1	1560569	1.7275	0.042035
MEIOSIN	19	46236515	46267376	10	2	1534764	7.9997	6.2371e-16
DMPK	19	46272975	46285815	4	1	1586986	6.1094	5e-10
DMWD	19	46286205	46296060	6	2	1586430	6.8094	4.9007e-12
RSPH6A	19	46298968	46318605	8	3	1523487	7.9709	7.8765e-16
SYMPK	19	46318700	46366548	24	5	1585007	6.7203	9.0674e-12
FOXA3	19	46367518	46377055	5	3	1502053	7.3417	1.0542e-13
IRF2BP1	19	46386866	46389376	1	1	1589457	1.0376	0.14973
MYPOP	19	46393281	46405862	3	1	1558129	1.4988	0.066957
NANOS2	19	46416472	46418036	2	1	1594108	4.0413	2.6579e-05
NOVA2	19	46442771	46476657	14	4	1568165	4.2388	1.1235e-05
CCDC61	19	46498719	46521874	11	4	1373804	1.5535	0.060158
PGLYRP1	19	46522411	46526556	3	2	1033817	0.46547	0.3208
IGFL4	19	46543006	46544274	1	1	1578464	0.87092	0.1919
IGFL2	19	46651039	46664561	3	1	1573484	2.1937	0.014129
IGFL1	19	46733009	46734500	1	1	1545102	0.036437	0.48547
HIF3A	19	46800303	46846690	21	8	1431071	0.94781	0.17161
PPP5C	19	46850251	46896238	20	5	1589153	5.32	5.1877e-08
CCDC8	19	46913586	46916919	1	1	1542426	6.1916	2.9771e-10
PNMA8A	19	46969748	46974820	3	1	1590536	4.4653	3.9978e-06
PPP5D1P	19	46984045	47104457	44	15	1518509	7.0822	7.0944e-13
PNMA8B	19	46994448	46999169	2	1	1596732	4.9969	2.9126e-07
CALM3	19	47104512	47114039	6	3	1408033	5.8696	2.1845e-09
PTGIR	19	47114585	47128375	7	2	1472843	0.3654	0.35741
GNG8	19	47137333	47137939	1	1	1370660	0.33262	0.36971
DACT3	19	47150869	47164395	6	2	1537175	3.8874	5.0655e-05
PRKD2	19	47177573	47220384	12	2	1589063	2.9454	0.0016128
STRN4	19	47222768	47250251	13	4	1541267	6.0434	7.5448e-10
FKRP	19	47249303	47261832	1	1	1597333	4.7433	1.0511e-06
SLC1A5	19	47263587	47292280	12	5	1521004	7.7957	3.2022e-15
AP2S1	19	47341423	47354203	3	2	1371080	2.9069	0.0018254
ARHGAP35	19	47421824	47508334	25	6	1578052	4.4542	4.2095e-06
NPAS1	19	47523077	47549033	11	6	1299609	3.0585	0.0011122
TMEM160	19	47549167	47551882	1	1	1540206	-0.46183	0.6779
ZC3H4	19	47567444	47617009	12	2	1543861	2.7397	0.0030747
SAE1	19	47634080	47713893	23	6	1400922	3.1209	0.00090135
BBC3	19	47724079	47736023	1	1	1470560	-0.62428	0.73378
CCDC9	19	47759731	47777329	11	2	1499737	7.5096	2.9649e-14
C5AR1	19	47813104	47825327	5	2	1554562	-0.71486	0.76265
C5AR2	19	47835404	47845272	3	1	1381740	-1.7226	0.95752
DHX34	19	47852538	47885961	14	4	1525312	1.8095	0.03519
MEIS3	19	47906375	47922785	1	1	1518697	2.0032	0.02258
SLC8A2	19	47931274	47975307	21	6	1546788	2.5257	0.0057726
KPTN	19	47978398	47987521	5	2	1575623	3.0265	0.0012371
NAPA	19	47990891	48018515	15	2	1585213	0.8316	0.20282
ZNF541	19	48023942	48075994	14	3	1579801	0.72898	0.23301
BICRA	19	48111453	48206534	49	9	1543775	7.71	6.2923e-15
EHD2	19	48216601	48246391	13	4	1523953	2.2883	0.01106
NOP53	19	48248793	48260323	3	1	1578713	0.36754	0.35661
SELENOW	19	48281842	48287939	3	1	1592360	-0.17827	0.57075
TPRX1	19	48304500	48322308	9	3	1481603	-0.33938	0.63284
CRX	19	48323807	48346587	24	8	1451060	0.21512	0.41484
SULT2A1	19	48373723	48389654	6	3	1522195	1.595	0.05536
BSPH1	19	48471303	48495427	13	5	1473535	0.012024	0.4952
ELSPBP1	19	48497908	48528410	28	9	1455729	1.4328	0.075952
CABP5	19	48532640	48547311	15	3	1555176	1.6263	0.051941
PLA2G4C	19	48551100	48614109	51	18	1523376	2.9216	0.0017413
LIG1	19	48618702	48673852	37	7	1557513	7.8756	1.6962e-15
ZSWIM9	19	48673952	48700879	14	6	1340234	7.9326	1.0732e-15
CARD8	19	48711343	48759203	51	11	1549912	3.4861	0.00024503
ZNF114	19	48774354	48790863	5	2	1585236	5.8771	2.0873e-09
ODAD1	19	48799709	48825191	13	3	1496522	5.1569	1.2555e-07
EMP3	19	48828629	48833810	4	1	1594357	5.8686	2.1974e-09
TMEM143	19	48835613	48867489	13	3	1564191	4.62	1.9186e-06
SYNGR4	19	48867559	48879634	3	1	1589963	1.2673	0.10252
KDELR1	19	48885827	48894810	4	2	1588529	3.5579	0.00018691
GRIN2D	19	48898132	48948188	15	5	1583525	1.0242	0.15287
GRWD1	19	48949030	48957164	5	1	1564773	-0.25594	0.601
KCNJ14	19	48958964	48969367	7	2	1292056	-0.60875	0.72865
CYTH2	19	48972465	48985571	4	1	1581282	-0.1857	0.57366
LMTK3	19	48988528	49016446	3	2	1548742	-0.44226	0.67085
SULT2B1	19	49055429	49102684	47	12	1503880	5.0068	2.7676e-07
FAM83E	19	49103857	49118098	6	3	1355516	7.6608	9.2353e-15
RPL18	19	49118584	49122675	2	1	1571553	6.1094	5e-10
SPHK2	19	49122548	49133974	1	1	1580292	4.9142	4.4584e-07
DBP	19	49133817	49140639	2	1	1565051	6.1094	5e-10
CA11	19	49141272	49149451	4	2	1569379	6.1094	5e-10
NTN5	19	49164664	49176264	4	1	1292524	3.1588	0.00079207
FUT2	19	49199228	49209191	13	2	1531072	6.0992	5.3316e-10
MAMSTR	19	49215999	49222976	1	1	1580050	5.2839	6.3248e-08
RASIP1	19	49223842	49244136	5	2	1561261	8.0031	6.0648e-16
IZUMO1	19	49244073	49250831	12	1	1581049	7.449	4.704e-14
FUT1	19	49251268	49258647	5	2	1560855	4.57	2.4389e-06
FGF21	19	49258816	49261587	1	1	976576	6.831	4.2154e-12
BCAT2	19	49298319	49314320	6	2	1482507	5.7873	3.5766e-09
HSD17B14	19	49316274	49339935	7	3	1327810	3.0118	0.0012985
PLEKHA4	19	49340349	49371884	16	3	1594090	5.9262	1.5501e-09
PPP1R15A	19	49375649	49379319	5	2	1597211	5.9413	1.4137e-09
TULP2	19	49384222	49401996	10	3	1594301	4.6222	1.8986e-06
NUCB1	19	49403307	49426540	16	5	1478585	3.2078	0.00066887
DHDH	19	49436939	49448226	6	2	1565299	0.45504	0.32454
BAX	19	49458117	49465055	6	2	1484596	5.927	1.543e-09
GYS1	19	49471382	49496610	10	5	1385511	5.5771	1.223e-08
RUVBL2	19	49496738	49519183	15	4	1524000	8.0923	2.9276e-16
CGB7	19	49557531	49561603	1	1	1409213	4.1057	2.0154e-05
KCNA7	19	49570675	49576198	7	2	1555027	5.5849	1.1691e-08
SNRNP70	19	49588465	49611870	5	2	1543451	7.3765	8.1272e-14
LIN7B	19	49617618	49621717	3	1	1522105	5.5897	1.1373e-08
C19orf73	19	49621654	49622397	1	1	1541476	3.5825	0.00017017
PPFIA3	19	49622646	49654287	18	4	1579212	7.5824	1.6963e-14
HRC	19	49654455	49658686	3	1	1530084	5.9276	1.5368e-09
TRPM4	19	49661016	49715098	19	4	1529601	6.698	1.0567e-11
SLC6A16	19	49792889	49828521	7	2	1574066	2.1596	0.0154
CD37	19	49838632	49843863	3	1	1582006	-0.19268	0.5764
TEAD2	19	49843852	49865714	9	3	1246652	0.50725	0.30599
DKKL1	19	49866466	49878373	7	2	1530533	2.465	0.00685
KASH5	19	49891475	49921256	16	2	1576377	3.193	0.00070406
GFY	19	49929688	49932075	1	1	1457507	3.2645	0.00054836
SLC17A7	19	49932655	49945617	6	2	1317883	3.8454	6.0169e-05
PIH1D1	19	49949550	49955266	7	2	1583676	3.6367	0.00013806
ALDH16A1	19	49956473	49974305	5	2	1429189	3.8282	6.4532e-05
FLT3LG	19	49977455	49989491	3	1	1572772	6.1094	5e-10
RPL13A	19	49990811	49995565	1	1	1596751	2.9024	0.0018515
RPS11	19	49999622	50002969	3	1	1595289	3.2068	0.00067122
FCGRT	19	50015536	50029685	2	1	1451904	4.3401	7.1215e-06
RCN3	19	50030875	50046891	7	2	1417275	4.5566	2.5995e-06
NOSIP	19	50058725	50083845	6	2	1456873	7.1697	3.7585e-13
PRRG2	19	50084574	50094272	6	1	1581398	6.8333	4.1488e-12
PRR12	19	50094912	50129696	12	3	1101216	7.9771	7.4927e-16
RRAS	19	50138552	50143400	2	1	1567956	0.92723	0.1769
SCAF1	19	50145382	50161906	5	2	1585658	6.1094	5e-10
IRF3	19	50162826	50169132	5	2	1402782	6.8354	4.0886e-12
BCL2L12	19	50168399	50177173	3	1	1589181	6.1094	5e-10
PRMT1	19	50180409	50191707	5	3	1241592	7.427	5.5549e-14
ADM5	19	50191942	50194247	1	1	1471419	0.41028	0.3408
CPT1C	19	50194363	50216988	12	3	1498914	4.3672	6.2934e-06
TSKS	19	50243011	50266587	7	3	1315325	-0.35387	0.63828
AP2A1	19	50270180	50310369	19	5	1554061	4.707	1.2567e-06
FUZ	19	50310123	50316567	6	3	1228287	3.3206	0.00044914
MED25	19	50321319	50340237	8	4	1539119	2.873	0.0020329
PTOV1	19	50353667	50363999	5	2	1584002	3.0517	0.0011376
PNKP	19	50364460	50370840	2	1	1573790	2.0727	0.019101
AKT1S1	19	50372290	50381613	8	2	1533393	2.4677	0.0067989
TBC1D17	19	50380682	50392007	6	1	1504738	2.5	0.0062088
IL4I1	19	50392911	50432796	22	7	1498044	1.9716	0.024328
NUP62	19	50410082	50432988	17	5	1486396	1.2192	0.11139
ATF5	19	50431959	50437193	6	2	1431232	1.4592	0.072261
SIGLEC11	19	50452250	50464439	5	2	1540069	1.913	0.027872
VRK3	19	50479724	50529274	27	6	1471778	1.423	0.077369
ZNF473	19	50528786	50552033	5	2	1453434	0.84268	0.1997
LOC100287477	19	50561973	50647102	5	2	1591007	2.1088	0.01748
IZUMO2	19	50655805	50666538	1	1	882036	-0.45747	0.67633
MYH14	19	50706885	50813801	60	19	1520811	2.0039	0.022543
KCNC3	19	50818765	50832634	8	3	1201289	-0.83022	0.79679
NAPSA	19	50861734	50868931	2	1	1589336	0.38844	0.34885
NR1H2	19	50879680	50886285	3	1	1306960	-0.41401	0.66057
POLD1	19	50887531	50921275	20	6	1067728	1.7851	0.037124
SPIB	19	50922195	50934310	3	1	1515210	0.74978	0.22669
MYBPC2	19	50936160	50969583	22	6	1398754	1.4783	0.069667
GARIN5A	19	50970045	50980085	6	3	1587146	1.9125	0.027907
EMC10	19	50979736	50986608	4	2	1502203	1.0933	0.13712
JOSD2	19	51009254	51014612	1	1	1586254	-1.8156	0.96529
ASPDH	19	51014857	51018689	1	1	1571875	2.1803	0.014619
LRRC4B	19	51020149	51071302	17	8	1413873	-0.23693	0.59364
SYT3	19	51125234	51143092	10	3	1567813	0.75713	0.22449
C19orf81	19	51152702	51162567	5	2	1525028	0.21958	0.4131
SHANK1	19	51163052	51220195	26	11	1273396	2.0897	0.01832
GPR32	19	51273721	51274989	1	1	869602	2.0898	0.018319
ACP4	19	51293672	51298481	4	2	1564118	2.8311	0.0023196
C19orf48P	19	51300961	51307974	8	2	1590431	3.1889	0.00071407
KLK1	19	51322402	51327043	5	2	1391565	1.784	0.037213
KLK15	19	51328545	51334779	5	3	1206316	2.3366	0.009731
KLK3	19	51358171	51364020	9	3	1590228	0.043086	0.48282
KLK2	19	51376689	51383823	5	3	1232808	0.054397	0.47831
KLK4	19	51409608	51413994	7	3	1141010	0.89603	0.18512
KLK5	19	51446559	51456344	7	5	1276239	-0.63994	0.73889
KLK6	19	51461887	51472929	2	1	1463266	1.5067	0.065949
KLK7	19	51479735	51487320	4	2	1267440	0.17115	0.43205
KLK8	19	51499264	51504958	4	2	1585208	-0.063513	0.52532
KLK9	19	51505769	51512890	5	2	1571814	0.43352	0.33232
KLK10	19	51516000	51523431	6	2	1569734	0.006169	0.49754
KLK11	19	51525487	51531290	5	3	1354843	-1.3462	0.91088
KLK12	19	51532348	51538486	3	2	1220208	0.097512	0.46116
KLK13	19	51559021	51568367	12	4	1412150	1.5412	0.061633
KLK14	19	51581154	51587502	11	3	1499622	0.30101	0.3817
CTU1	19	51600863	51611647	6	2	1516686	-0.38784	0.65093
SIGLEC9	19	51628137	51639520	2	1	1466445	-0.92017	0.82126
SIGLEC7	19	51645558	51656783	1	1	1558445	-0.75661	0.77536
CD33	19	51728335	51743274	7	3	1489455	1.0616	0.14421
SIGLECL1	19	51754332	51772582	18	6	1417081	1.2546	0.10481
IGLON5	19	51815102	51834102	3	2	1578050	1.4966	0.067255
VSIG10L	19	51834795	51845378	3	1	1517563	0.65134	0.25741
ETFB	19	51848409	51869672	11	3	1505645	-0.2535	0.60006
CLDND2	19	51870352	51872498	1	1	1410058	-2.2901	0.98899
NKG7	19	51874874	51875976	2	1	1207789	-0.47888	0.68399
LIM2	19	51883163	51891210	6	2	1552301	-2.141	0.98386
C19orf84	19	51891543	51893828	3	1	1538464	-1.4087	0.92054
SIGLEC10	19	51913275	51921057	3	1	1282035	0.52144	0.30103
SIGLEC10-AS1	19	51919160	51920679	1	1	1571877	0.42383	0.33585
SIGLEC8	19	51954251	51961708	4	1	1587349	1.2561	0.10455
CEACAM18	19	51981897	51993859	11	3	1408642	1.129	0.12946
SIGLEC12	19	51994613	52005043	11	4	1488118	0.54285	0.29361
SIGLEC6	19	52020951	52035110	17	3	1591571	1.5879	0.056152
ZNF175	19	52074531	52092991	9	4	1586271	2.9164	0.0017703
SIGLEC5	19	52114756	52133727	14	5	1377337	3.6239	0.00014512
HAS1	19	52216365	52227239	7	3	1506811	3.5668	0.00018066
FPR1	19	52249023	52255150	9	4	1486400	1.2947	0.097708
FPR2	19	52264453	52273779	7	3	1563147	1.6335	0.051183
FPR3	19	52298411	52329334	28	7	1557601	0.47605	0.31702
ZNF577	19	52359056	52391229	33	4	1594181	1.83	0.033625
ZNF649	19	52392488	52408305	8	2	1566138	1.3158	0.094113
ZNF613	19	52430688	52449011	8	3	1580834	0.99584	0.15966
ZNF350	19	52467593	52490079	12	3	1579474	1.5598	0.059404
ZNF615	19	52494587	52511494	14	3	1560795	2.936	0.0016621
ZNF614	19	52516577	52531680	9	3	1579664	2.295	0.010868
ZNF432	19	52536677	52552073	7	3	1597369	1.4211	0.077648
ZNF841	19	52567719	52599021	12	2	1580438	1.6597	0.048491
ZNF616	19	52616344	52643191	15	5	1262981	1.0356	0.15019
ZNF836	19	52658039	52674896	13	4	1488691	0.28728	0.38695
PPP2R1A	19	52693055	52729678	28	5	1578376	0.79613	0.21298
ZNF766	19	52772824	52795979	11	3	1563734	2.8991	0.001871
ZNF480	19	52800426	52829180	8	4	1583953	1.7804	0.037502
ZNF610	19	52839498	52870376	25	8	1548018	1.3823	0.083438
ZNF880	19	52873170	52889048	14	3	1579604	1.4789	0.069588
ZNF528	19	52900771	52921661	10	3	1494286	0.50835	0.3056
ZNF534	19	52932394	52942720	8	3	1459262	-0.53559	0.70388
ZNF578	19	52956829	53020131	20	6	1539185	-0.48674	0.68678
ZNF808	19	53030905	53059502	8	2	1517060	0.95346	0.17018
ZNF701	19	53073526	53090427	3	2	1495347	3.8911	4.99e-05
ZNF83	19	53115617	53193834	37	9	1487994	2.1546	0.015595
ZNF611	19	53206066	53238307	11	3	1431349	2.8584	0.0021288
ZNF600	19	53268747	53290034	7	3	1384796	-0.69288	0.75581
ZNF28	19	53300661	53324922	3	1	1557920	0.87822	0.18991
ZNF468	19	53341785	53360902	5	2	1490765	5.3047	5.6441e-08
ZNF320	19	53379425	53394599	4	2	1587861	2.9302	0.0016937
ZNF888	19	53409168	53426930	6	3	1292767	4.2935	8.7926e-06
ZNF816-ZNF321P	19	53430388	53466164	14	5	1408742	2.275	0.011454
ZNF816	19	53452632	53466164	7	2	1414699	2.7176	0.0032877
ERVV-1	19	53517344	53519833	1	1	1305313	-0.70239	0.75878
ERVV-2	19	53547991	53554380	3	1	860918	-0.35876	0.64011
ZNF160	19	53569181	53606690	29	9	1503646	4.4155	5.0388e-06
ZNF415	19	53611132	53636173	25	8	1357849	2.4157	0.0078524
ZNF347	19	53641553	53662322	8	3	1550861	1.8967	0.028934
ZNF665	19	53666552	53696619	21	5	1556288	0.8413	0.20009
ZNF677	19	53738638	53758219	16	3	1472160	0.66862	0.25187
VN1R2	19	53761545	53762855	1	1	1597368	-0.26101	0.60296
BIRC8	19	53792854	53794875	4	2	1573258	-0.26266	0.60359
ZNF845	19	53837002	53858122	2	1	1569935	2.4812	0.0065478
ZNF765	19	53898397	53915262	6	2	1418118	0.49589	0.30999
ZNF761	19	53935227	53961515	15	7	1440858	-0.076308	0.53041
ZNF813	19	53970989	53997546	17	7	1474852	0.77221	0.21999
ZNF331	19	54024177	54083523	40	11	1470541	4.242	1.1077e-05
DPRX	19	54135310	54140263	1	1	985062	1.3359	0.090799
NLRP12	19	54296838	54327657	13	5	1445019	0.22841	0.40966
MYADM	19	54369611	54379689	4	1	1422983	1.4771	0.069818
PRKCG	19	54385467	54410906	13	5	1415998	1.5746	0.057669
CACNG7	19	54412704	54447195	23	9	1209440	1.473	0.070377
CACNG8	19	54466290	54493469	8	4	1352611	0.42785	0.33438
CACNG6	19	54494403	54515920	10	5	1488848	0.12323	0.45096
VSTM1	19	54544079	54567207	12	4	1374489	0.013918	0.49445
TARM1	19	54573149	54584634	3	2	1462947	-0.16202	0.56435
OSCAR	19	54597933	54604159	1	1	1526913	1.095	0.13675
NDUFA3	19	54606160	54610281	4	1	1557595	4.2576	1.033e-05
TFPT	19	54610320	54619055	5	2	1570695	3.533	0.00020541
PRPF31	19	54618790	54635150	11	4	1541516	3.1418	0.0008395
CNOT3	19	54641436	54659446	15	4	1479206	2.5406	0.0055328
LENG1	19	54659377	54663446	2	1	1574932	1.1972	0.11562
TMC4	19	54663833	54676944	8	3	1465957	3.3684	0.00037802
MBOAT7	19	54677106	54693733	7	3	1546986	3.5652	0.00018176
TSEN34	19	54694112	54698394	6	2	1351501	5.7195	5.3419e-09
RPS9	19	54704608	54711515	14	4	1497694	7.8753	1.699e-15
LILRB3	19	54720147	54726997	1	1	1539322	2.3866	0.0085029
LILRB5	19	54754270	54761167	3	1	1419738	5.6981	6.0557e-09
LILRB2	19	54777675	54785033	1	1	1378815	3.172	0.00075688
LILRA3	19	54799854	54804625	2	1	1061282	2.9232	0.001732
LILRA5	19	54818353	54824409	2	1	1536573	2.2276	0.012955
LILRA4	19	54844473	54850421	8	3	1443113	-0.69183	0.75548
LAIR1	19	54865235	54882241	9	4	1391116	0.49843	0.30909
TTYH1	19	54926605	54947899	10	4	1537348	0.59693	0.27528
LENG8	19	54959605	54973196	14	2	1573841	1.0283	0.15189
LENG9	19	54972976	54974894	2	1	1573859	1.3495	0.08859
CDC42EP5	19	54976210	54984422	4	2	1544692	1.7772	0.037765
LAIR2	19	55014013	55021900	6	2	1354263	-0.16813	0.56676
LILRA2	19	55084469	55099027	3	1	1597356	1.9462	0.025815
LILRA1	19	55105041	55113846	6	3	1379515	0.87731	0.19016
LILRB1	19	55128384	55149007	7	3	1576543	0.37756	0.35288
LILRB4	19	55174271	55181810	8	4	1116248	-0.54947	0.70866
KIR2DL4	19	55304500	55325972	2	1	608237	-1.9576	0.97486
KIR3DL2	19	55361898	55378670	4	2	1316045	1.1436	0.1264
FCAR	19	55385549	55401839	7	3	1353136	0.40192	0.34387
